Lugar de condena;Edad;Sexo;Periodo;Total
13 Madrid, Comunidad de;15 años;Mujeres;2020;60
13 Madrid, Comunidad de;15 años;Mujeres;2019;75
13 Madrid, Comunidad de;15 años;Mujeres;2018;77
13 Madrid, Comunidad de;15 años;Mujeres;2017;65
13 Madrid, Comunidad de;15 años;Mujeres;2016;41
13 Madrid, Comunidad de;15 años;Mujeres;2015;45
13 Madrid, Comunidad de;15 años;Mujeres;2014;66
13 Madrid, Comunidad de;15 años;Mujeres;2013;52
13 Madrid, Comunidad de;16 años;Total;2021;456
13 Madrid, Comunidad de;16 años;Total;2020;352
13 Madrid, Comunidad de;16 años;Total;2019;399
13 Madrid, Comunidad de;16 años;Total;2018;370
13 Madrid, Comunidad de;16 años;Total;2017;360
13 Madrid, Comunidad de;16 años;Total;2016;277
13 Madrid, Comunidad de;16 años;Total;2015;295
13 Madrid, Comunidad de;16 años;Total;2014;352
13 Madrid, Comunidad de;16 años;Total;2013;366
13 Madrid, Comunidad de;16 años;Hombres;2021;374
13 Madrid, Comunidad de;16 años;Hombres;2020;287
13 Madrid, Comunidad de;16 años;Hombres;2019;325
13 Madrid, Comunidad de;16 años;Hombres;2018;297
13 Madrid, Comunidad de;16 años;Hombres;2017;277
13 Madrid, Comunidad de;16 años;Hombres;2016;223
13 Madrid, Comunidad de;16 años;Hombres;2015;240
13 Madrid, Comunidad de;16 años;Hombres;2014;301
13 Madrid, Comunidad de;16 años;Hombres;2013;301
13 Madrid, Comunidad de;16 años;Mujeres;2021;82
13 Madrid, Comunidad de;16 años;Mujeres;2020;65
13 Madrid, Comunidad de;16 años;Mujeres;2019;74
13 Madrid, Comunidad de;16 años;Mujeres;2018;73
13 Madrid, Comunidad de;16 años;Mujeres;2017;83
13 Madrid, Comunidad de;16 años;Mujeres;2016;54
13 Madrid, Comunidad de;16 años;Mujeres;2015;55
13 Madrid, Comunidad de;16 años;Mujeres;2014;51
13 Madrid, Comunidad de;16 años;Mujeres;2013;65
13 Madrid, Comunidad de;17 años;Total;2021;500
13 Madrid, Comunidad de;17 años;Total;2020;359
13 Madrid, Comunidad de;17 años;Total;2019;400
13 Madrid, Comunidad de;17 años;Total;2018;335
13 Madrid, Comunidad de;17 años;Total;2017;384
13 Madrid, Comunidad de;17 años;Total;2016;318
13 Madrid, Comunidad de;17 años;Total;2015;353
13 Madrid, Comunidad de;17 años;Total;2014;440
13 Madrid, Comunidad de;17 años;Total;2013;433
13 Madrid, Comunidad de;17 años;Hombres;2021;412
13 Madrid, Comunidad de;17 años;Hombres;2020;289
13 Madrid, Comunidad de;17 años;Hombres;2019;318
13 Madrid, Comunidad de;17 años;Hombres;2018;282
13 Madrid, Comunidad de;17 años;Hombres;2017;327
13 Madrid, Comunidad de;17 años;Hombres;2016;275
13 Madrid, Comunidad de;17 años;Hombres;2015;299
13 Madrid, Comunidad de;17 años;Hombres;2014;377
13 Madrid, Comunidad de;17 años;Hombres;2013;373
13 Madrid, Comunidad de;17 años;Mujeres;2021;88
13 Madrid, Comunidad de;17 años;Mujeres;2020;70
13 Madrid, Comunidad de;17 años;Mujeres;2019;82
13 Madrid, Comunidad de;17 años;Mujeres;2018;53
13 Madrid, Comunidad de;17 años;Mujeres;2017;57
13 Madrid, Comunidad de;17 años;Mujeres;2016;43
13 Madrid, Comunidad de;17 años;Mujeres;2015;54
13 Madrid, Comunidad de;17 años;Mujeres;2014;63
13 Madrid, Comunidad de;17 años;Mujeres;2013;60
14 Murcia, Región de;Total;Total;2021;516
14 Murcia, Región de;Total;Total;2020;494
14 Murcia, Región de;Total;Total;2019;561
14 Murcia, Región de;Total;Total;2018;592
14 Murcia, Región de;Total;Total;2017;567
14 Murcia, Región de;Total;Total;2016;523
14 Murcia, Región de;Total;Total;2015;428
14 Murcia, Región de;Total;Total;2014;554
14 Murcia, Región de;Total;Total;2013;595
14 Murcia, Región de;Total;Hombres;2021;435
14 Murcia, Región de;Total;Hombres;2020;424
14 Murcia, Región de;Total;Hombres;2019;461
14 Murcia, Región de;Total;Hombres;2018;476
14 Murcia, Región de;Total;Hombres;2017;466
14 Murcia, Región de;Total;Hombres;2016;436
14 Murcia, Región de;Total;Hombres;2015;359
14 Murcia, Región de;Total;Hombres;2014;483
14 Murcia, Región de;Total;Hombres;2013;524
14 Murcia, Región de;Total;Mujeres;2021;81
14 Murcia, Región de;Total;Mujeres;2020;70
14 Murcia, Región de;Total;Mujeres;2019;100
14 Murcia, Región de;Total;Mujeres;2018;116
14 Murcia, Región de;Total;Mujeres;2017;101
14 Murcia, Región de;Total;Mujeres;2016;87
14 Murcia, Región de;Total;Mujeres;2015;69
14 Murcia, Región de;Total;Mujeres;2014;71
14 Murcia, Región de;Total;Mujeres;2013;71
14 Murcia, Región de;14 años;Total;2021;85
14 Murcia, Región de;14 años;Total;2020;77
14 Murcia, Región de;14 años;Total;2019;117
14 Murcia, Región de;14 años;Total;2018;124
14 Murcia, Región de;14 años;Total;2017;118
14 Murcia, Región de;14 años;Total;2016;83
14 Murcia, Región de;14 años;Total;2015;77
14 Murcia, Región de;14 años;Total;2014;106
14 Murcia, Región de;14 años;Total;2013;97
14 Murcia, Región de;14 años;Hombres;2021;64
14 Murcia, Región de;14 años;Hombres;2020;62
14 Murcia, Región de;14 años;Hombres;2019;97
14 Murcia, Región de;14 años;Hombres;2018;95
14 Murcia, Región de;14 años;Hombres;2017;90
14 Murcia, Región de;14 años;Hombres;2016;62
14 Murcia, Región de;14 años;Hombres;2015;56
14 Murcia, Región de;14 años;Hombres;2014;87
14 Murcia, Región de;14 años;Hombres;2013;86
14 Murcia, Región de;14 años;Mujeres;2021;21
14 Murcia, Región de;14 años;Mujeres;2020;15
14 Murcia, Región de;14 años;Mujeres;2019;20
14 Murcia, Región de;14 años;Mujeres;2018;29
14 Murcia, Región de;14 años;Mujeres;2017;28
14 Murcia, Región de;14 años;Mujeres;2016;21
14 Murcia, Región de;14 años;Mujeres;2015;21
14 Murcia, Región de;14 años;Mujeres;2014;19
14 Murcia, Región de;14 años;Mujeres;2013;11
14 Murcia, Región de;15 años;Total;2021;124
14 Murcia, Región de;15 años;Total;2020;140
14 Murcia, Región de;15 años;Total;2019;142
14 Murcia, Región de;15 años;Total;2018;141
14 Murcia, Región de;15 años;Total;2017;134
14 Murcia, Región de;15 años;Total;2016;127
14 Murcia, Región de;15 años;Total;2015;97
14 Murcia, Región de;15 años;Total;2014;135
14 Murcia, Región de;15 años;Total;2013;129
14 Murcia, Región de;15 años;Hombres;2021;103
14 Murcia, Región de;15 años;Hombres;2020;119
14 Murcia, Región de;15 años;Hombres;2019;123
14 Murcia, Región de;15 años;Hombres;2018;109
14 Murcia, Región de;15 años;Hombres;2017;110
14 Murcia, Región de;15 años;Hombres;2016;96
14 Murcia, Región de;15 años;Hombres;2015;81
14 Murcia, Región de;15 años;Hombres;2014;110
14 Murcia, Región de;15 años;Hombres;2013;116
14 Murcia, Región de;15 años;Mujeres;2021;21
14 Murcia, Región de;15 años;Mujeres;2020;21
14 Murcia, Región de;15 años;Mujeres;2019;19
14 Murcia, Región de;15 años;Mujeres;2018;32
14 Murcia, Región de;15 años;Mujeres;2017;24
14 Murcia, Región de;15 años;Mujeres;2016;31
14 Murcia, Región de;15 años;Mujeres;2015;16
14 Murcia, Región de;15 años;Mujeres;2014;25
14 Murcia, Región de;15 años;Mujeres;2013;13
14 Murcia, Región de;16 años;Total;2021;158
14 Murcia, Región de;16 años;Total;2020;133
14 Murcia, Región de;16 años;Total;2019;147
14 Murcia, Región de;16 años;Total;2018;158
14 Murcia, Región de;16 años;Total;2017;160
14 Murcia, Región de;16 años;Total;2016;141
14 Murcia, Región de;16 años;Total;2015;114
14 Murcia, Región de;16 años;Total;2014;130
14 Murcia, Región de;16 años;Total;2013;184
14 Murcia, Región de;16 años;Hombres;2021;137
14 Murcia, Región de;16 años;Hombres;2020;121
14 Murcia, Región de;16 años;Hombres;2019;119
14 Murcia, Región de;16 años;Hombres;2018;128
14 Murcia, Región de;16 años;Hombres;2017;130
14 Murcia, Región de;16 años;Hombres;2016;121
14 Murcia, Región de;16 años;Hombres;2015;99
14 Murcia, Región de;16 años;Hombres;2014;119
14 Murcia, Región de;16 años;Hombres;2013;158
14 Murcia, Región de;16 años;Mujeres;2021;21
14 Murcia, Región de;16 años;Mujeres;2020;12
14 Murcia, Región de;16 años;Mujeres;2019;28
14 Murcia, Región de;16 años;Mujeres;2018;30
14 Murcia, Región de;16 años;Mujeres;2017;30
14 Murcia, Región de;16 años;Mujeres;2016;20
14 Murcia, Región de;16 años;Mujeres;2015;15
14 Murcia, Región de;16 años;Mujeres;2014;11
14 Murcia, Región de;16 años;Mujeres;2013;26
14 Murcia, Región de;17 años;Total;2021;149
14 Murcia, Región de;17 años;Total;2020;144
14 Murcia, Región de;17 años;Total;2019;155
14 Murcia, Región de;17 años;Total;2018;169
14 Murcia, Región de;17 años;Total;2017;155
14 Murcia, Región de;17 años;Total;2016;172
14 Murcia, Región de;17 años;Total;2015;140
14 Murcia, Región de;17 años;Total;2014;183
14 Murcia, Región de;17 años;Total;2013;185
14 Murcia, Región de;17 años;Hombres;2021;131
14 Murcia, Región de;17 años;Hombres;2020;122
14 Murcia, Región de;17 años;Hombres;2019;122
14 Murcia, Región de;17 años;Hombres;2018;144
14 Murcia, Región de;17 años;Hombres;2017;136
14 Murcia, Región de;17 años;Hombres;2016;157
14 Murcia, Región de;17 años;Hombres;2015;123
14 Murcia, Región de;17 años;Hombres;2014;167
14 Murcia, Región de;17 años;Hombres;2013;164
14 Murcia, Región de;17 años;Mujeres;2021;18
14 Murcia, Región de;17 años;Mujeres;2020;22
14 Murcia, Región de;17 años;Mujeres;2019;33
14 Murcia, Región de;17 años;Mujeres;2018;25
14 Murcia, Región de;17 años;Mujeres;2017;19
14 Murcia, Región de;17 años;Mujeres;2016;15
14 Murcia, Región de;17 años;Mujeres;2015;17
14 Murcia, Región de;17 años;Mujeres;2014;16
14 Murcia, Región de;17 años;Mujeres;2013;21
15 Navarra, Comunidad Foral de;Total;Total;2021;185
15 Navarra, Comunidad Foral de;Total;Total;2020;127
15 Navarra, Comunidad Foral de;Total;Total;2019;183
15 Navarra, Comunidad Foral de;Total;Total;2018;191
15 Navarra, Comunidad Foral de;Total;Total;2017;205
15 Navarra, Comunidad Foral de;Total;Total;2016;171
15 Navarra, Comunidad Foral de;Total;Total;2015;178
15 Navarra, Comunidad Foral de;Total;Total;2014;206
15 Navarra, Comunidad Foral de;Total;Total;2013;140
15 Navarra, Comunidad Foral de;Total;Hombres;2021;156
15 Navarra, Comunidad Foral de;Total;Hombres;2020;103
15 Navarra, Comunidad Foral de;Total;Hombres;2019;144
15 Navarra, Comunidad Foral de;Total;Hombres;2018;146
15 Navarra, Comunidad Foral de;Total;Hombres;2017;157
15 Navarra, Comunidad Foral de;Total;Hombres;2016;137
15 Navarra, Comunidad Foral de;Total;Hombres;2015;147
15 Navarra, Comunidad Foral de;Total;Hombres;2014;159
15 Navarra, Comunidad Foral de;Total;Hombres;2013;102
15 Navarra, Comunidad Foral de;Total;Mujeres;2021;29
15 Navarra, Comunidad Foral de;Total;Mujeres;2020;24
15 Navarra, Comunidad Foral de;Total;Mujeres;2019;39
15 Navarra, Comunidad Foral de;Total;Mujeres;2018;45
15 Navarra, Comunidad Foral de;Total;Mujeres;2017;48
15 Navarra, Comunidad Foral de;Total;Mujeres;2016;34
15 Navarra, Comunidad Foral de;Total;Mujeres;2015;31
15 Navarra, Comunidad Foral de;Total;Mujeres;2014;47
15 Navarra, Comunidad Foral de;Total;Mujeres;2013;38
15 Navarra, Comunidad Foral de;14 años;Total;2021;41
15 Navarra, Comunidad Foral de;14 años;Total;2020;14
15 Navarra, Comunidad Foral de;14 años;Total;2019;20
15 Navarra, Comunidad Foral de;14 años;Total;2018;37
15 Navarra, Comunidad Foral de;14 años;Total;2017;44
15 Navarra, Comunidad Foral de;14 años;Total;2016;32
15 Navarra, Comunidad Foral de;14 años;Total;2015;29
15 Navarra, Comunidad Foral de;14 años;Total;2014;24
15 Navarra, Comunidad Foral de;14 años;Total;2013;17
15 Navarra, Comunidad Foral de;14 años;Hombres;2021;37
15 Navarra, Comunidad Foral de;14 años;Hombres;2020;12
15 Navarra, Comunidad Foral de;14 años;Hombres;2019;11
15 Navarra, Comunidad Foral de;14 años;Hombres;2018;33
15 Navarra, Comunidad Foral de;14 años;Hombres;2017;31
15 Navarra, Comunidad Foral de;14 años;Hombres;2016;24
15 Navarra, Comunidad Foral de;14 años;Hombres;2015;25
15 Navarra, Comunidad Foral de;14 años;Hombres;2014;19
15 Navarra, Comunidad Foral de;14 años;Hombres;2013;14
15 Navarra, Comunidad Foral de;14 años;Mujeres;2021;4
15 Navarra, Comunidad Foral de;14 años;Mujeres;2020;2
15 Navarra, Comunidad Foral de;14 años;Mujeres;2019;9
15 Navarra, Comunidad Foral de;14 años;Mujeres;2018;4
15 Navarra, Comunidad Foral de;14 años;Mujeres;2017;13
15 Navarra, Comunidad Foral de;14 años;Mujeres;2016;8
15 Navarra, Comunidad Foral de;14 años;Mujeres;2015;4
15 Navarra, Comunidad Foral de;14 años;Mujeres;2014;5
15 Navarra, Comunidad Foral de;14 años;Mujeres;2013;3
15 Navarra, Comunidad Foral de;15 años;Total;2021;28
15 Navarra, Comunidad Foral de;15 años;Total;2020;22
15 Navarra, Comunidad Foral de;15 años;Total;2019;47
15 Navarra, Comunidad Foral de;15 años;Total;2018;51
15 Navarra, Comunidad Foral de;15 años;Total;2017;55
15 Navarra, Comunidad Foral de;15 años;Total;2016;48
15 Navarra, Comunidad Foral de;15 años;Total;2015;38
15 Navarra, Comunidad Foral de;15 años;Total;2014;40
15 Navarra, Comunidad Foral de;15 años;Total;2013;34
15 Navarra, Comunidad Foral de;15 años;Hombres;2021;26
15 Navarra, Comunidad Foral de;15 años;Hombres;2020;17
15 Navarra, Comunidad Foral de;15 años;Hombres;2019;38
15 Navarra, Comunidad Foral de;15 años;Hombres;2018;36
15 Navarra, Comunidad Foral de;15 años;Hombres;2017;44
15 Navarra, Comunidad Foral de;15 años;Hombres;2016;37
15 Navarra, Comunidad Foral de;15 años;Hombres;2015;32
15 Navarra, Comunidad Foral de;15 años;Hombres;2014;30
15 Navarra, Comunidad Foral de;15 años;Hombres;2013;24
15 Navarra, Comunidad Foral de;15 años;Mujeres;2021;2
15 Navarra, Comunidad Foral de;15 años;Mujeres;2020;5
15 Navarra, Comunidad Foral de;15 años;Mujeres;2019;9
15 Navarra, Comunidad Foral de;15 años;Mujeres;2018;15
15 Navarra, Comunidad Foral de;15 años;Mujeres;2017;11
15 Navarra, Comunidad Foral de;15 años;Mujeres;2016;11
15 Navarra, Comunidad Foral de;15 años;Mujeres;2015;6
15 Navarra, Comunidad Foral de;15 años;Mujeres;2014;10
15 Navarra, Comunidad Foral de;15 años;Mujeres;2013;10
15 Navarra, Comunidad Foral de;16 años;Total;2021;48
15 Navarra, Comunidad Foral de;16 años;Total;2020;45
15 Navarra, Comunidad Foral de;16 años;Total;2019;54
15 Navarra, Comunidad Foral de;16 años;Total;2018;53
15 Navarra, Comunidad Foral de;16 años;Total;2017;57
15 Navarra, Comunidad Foral de;16 años;Total;2016;42
15 Navarra, Comunidad Foral de;16 años;Total;2015;50
15 Navarra, Comunidad Foral de;16 años;Total;2014;75
15 Navarra, Comunidad Foral de;16 años;Total;2013;43
15 Navarra, Comunidad Foral de;16 años;Hombres;2021;40
15 Navarra, Comunidad Foral de;16 años;Hombres;2020;35
15 Navarra, Comunidad Foral de;16 años;Hombres;2019;40
15 Navarra, Comunidad Foral de;16 años;Hombres;2018;39
15 Navarra, Comunidad Foral de;16 años;Hombres;2017;41
15 Navarra, Comunidad Foral de;16 años;Hombres;2016;36
15 Navarra, Comunidad Foral de;16 años;Hombres;2015;39
15 Navarra, Comunidad Foral de;16 años;Hombres;2014;58
15 Navarra, Comunidad Foral de;16 años;Hombres;2013;28
15 Navarra, Comunidad Foral de;16 años;Mujeres;2021;8
15 Navarra, Comunidad Foral de;16 años;Mujeres;2020;10
15 Navarra, Comunidad Foral de;16 años;Mujeres;2019;14
15 Navarra, Comunidad Foral de;16 años;Mujeres;2018;14
15 Navarra, Comunidad Foral de;16 años;Mujeres;2017;16
15 Navarra, Comunidad Foral de;16 años;Mujeres;2016;6
15 Navarra, Comunidad Foral de;16 años;Mujeres;2015;11
15 Navarra, Comunidad Foral de;16 años;Mujeres;2014;17
15 Navarra, Comunidad Foral de;16 años;Mujeres;2013;15
15 Navarra, Comunidad Foral de;17 años;Total;2021;68
15 Navarra, Comunidad Foral de;17 años;Total;2020;46
15 Navarra, Comunidad Foral de;17 años;Total;2019;62
15 Navarra, Comunidad Foral de;17 años;Total;2018;50
15 Navarra, Comunidad Foral de;17 años;Total;2017;49
15 Navarra, Comunidad Foral de;17 años;Total;2016;49
15 Navarra, Comunidad Foral de;17 años;Total;2015;61
15 Navarra, Comunidad Foral de;17 años;Total;2014;67
15 Navarra, Comunidad Foral de;17 años;Total;2013;46
15 Navarra, Comunidad Foral de;17 años;Hombres;2021;53
15 Navarra, Comunidad Foral de;17 años;Hombres;2020;39
15 Navarra, Comunidad Foral de;17 años;Hombres;2019;55
15 Navarra, Comunidad Foral de;17 años;Hombres;2018;38
15 Navarra, Comunidad Foral de;17 años;Hombres;2017;41
15 Navarra, Comunidad Foral de;17 años;Hombres;2016;40
15 Navarra, Comunidad Foral de;17 años;Hombres;2015;51
15 Navarra, Comunidad Foral de;17 años;Hombres;2014;52
15 Navarra, Comunidad Foral de;17 años;Hombres;2013;36
15 Navarra, Comunidad Foral de;17 años;Mujeres;2021;15
15 Navarra, Comunidad Foral de;17 años;Mujeres;2020;7
15 Navarra, Comunidad Foral de;17 años;Mujeres;2019;7
15 Navarra, Comunidad Foral de;17 años;Mujeres;2018;12
15 Navarra, Comunidad Foral de;17 años;Mujeres;2017;8
15 Navarra, Comunidad Foral de;17 años;Mujeres;2016;9
15 Navarra, Comunidad Foral de;17 años;Mujeres;2015;10
15 Navarra, Comunidad Foral de;17 años;Mujeres;2014;15
15 Navarra, Comunidad Foral de;17 años;Mujeres;2013;10
16 País Vasco;Total;Total;2021;506
16 País Vasco;Total;Total;2020;369
16 País Vasco;Total;Total;2019;541
16 País Vasco;Total;Total;2018;528
16 País Vasco;Total;Total;2017;522
16 País Vasco;Total;Total;2016;482
16 País Vasco;Total;Total;2015;521
16 País Vasco;Total;Total;2014;508
16 País Vasco;Total;Total;2013;514
16 País Vasco;Total;Hombres;2021;415
16 País Vasco;Total;Hombres;2020;303
16 País Vasco;Total;Hombres;2019;438
16 País Vasco;Total;Hombres;2018;425
16 País Vasco;Total;Hombres;2017;420
16 País Vasco;Total;Hombres;2016;387
16 País Vasco;Total;Hombres;2015;409
16 País Vasco;Total;Hombres;2014;401
16 País Vasco;Total;Hombres;2013;387
16 País Vasco;Total;Mujeres;2021;91
16 País Vasco;Total;Mujeres;2020;66
16 País Vasco;Total;Mujeres;2019;103
16 País Vasco;Total;Mujeres;2018;103
16 País Vasco;Total;Mujeres;2017;102
16 País Vasco;Total;Mujeres;2016;95
16 País Vasco;Total;Mujeres;2015;112
16 País Vasco;Total;Mujeres;2014;107
16 País Vasco;Total;Mujeres;2013;127
16 País Vasco;14 años;Total;2021;67
16 País Vasco;14 años;Total;2020;53
16 País Vasco;14 años;Total;2019;88
16 País Vasco;14 años;Total;2018;79
16 País Vasco;14 años;Total;2017;85
16 País Vasco;14 años;Total;2016;79
16 País Vasco;14 años;Total;2015;100
16 País Vasco;14 años;Total;2014;85
16 País Vasco;14 años;Total;2013;65
16 País Vasco;14 años;Hombres;2021;54
16 País Vasco;14 años;Hombres;2020;44
16 País Vasco;14 años;Hombres;2019;71
16 País Vasco;14 años;Hombres;2018;60
16 País Vasco;14 años;Hombres;2017;69
16 País Vasco;14 años;Hombres;2016;61
16 País Vasco;14 años;Hombres;2015;78
16 País Vasco;14 años;Hombres;2014;63
16 País Vasco;14 años;Hombres;2013;46
16 País Vasco;14 años;Mujeres;2021;13
16 País Vasco;14 años;Mujeres;2020;9
16 País Vasco;14 años;Mujeres;2019;17
16 País Vasco;14 años;Mujeres;2018;19
16 País Vasco;14 años;Mujeres;2017;16
16 País Vasco;14 años;Mujeres;2016;18
16 País Vasco;14 años;Mujeres;2015;22
16 País Vasco;14 años;Mujeres;2014;22
16 País Vasco;14 años;Mujeres;2013;19
16 País Vasco;15 años;Total;2021;115
16 País Vasco;15 años;Total;2020;86
16 País Vasco;15 años;Total;2019;107
16 País Vasco;15 años;Total;2018;96
16 País Vasco;15 años;Total;2017;117
16 País Vasco;15 años;Total;2016;96
16 País Vasco;15 años;Total;2015;130
16 País Vasco;15 años;Total;2014;114
16 País Vasco;15 años;Total;2013;115
16 País Vasco;15 años;Hombres;2021;92
16 País Vasco;15 años;Hombres;2020;66
16 País Vasco;15 años;Hombres;2019;84
16 País Vasco;15 años;Hombres;2018;76
16 País Vasco;15 años;Hombres;2017;97
16 País Vasco;15 años;Hombres;2016;74
16 País Vasco;15 años;Hombres;2015;92
16 País Vasco;15 años;Hombres;2014;92
16 País Vasco;15 años;Hombres;2013;88
16 País Vasco;15 años;Mujeres;2021;23
16 País Vasco;15 años;Mujeres;2020;20
16 País Vasco;15 años;Mujeres;2019;23
16 País Vasco;15 años;Mujeres;2018;20
16 País Vasco;15 años;Mujeres;2017;20
16 País Vasco;15 años;Mujeres;2016;22
16 País Vasco;15 años;Mujeres;2015;38
16 País Vasco;15 años;Mujeres;2014;22
16 País Vasco;15 años;Mujeres;2013;27
16 País Vasco;16 años;Total;2021;141
16 País Vasco;16 años;Total;2020;99
16 País Vasco;16 años;Total;2019;174
16 País Vasco;16 años;Total;2018;153
16 País Vasco;16 años;Total;2017;141
16 País Vasco;16 años;Total;2016;154
16 País Vasco;16 años;Total;2015;134
16 País Vasco;16 años;Total;2014;127
16 País Vasco;16 años;Total;2013;144
16 País Vasco;16 años;Hombres;2021;116
16 País Vasco;16 años;Hombres;2020;79
16 País Vasco;16 años;Hombres;2019;145
16 País Vasco;16 años;Hombres;2018;124
16 País Vasco;16 años;Hombres;2017;112
16 País Vasco;16 años;Hombres;2016;124
16 País Vasco;16 años;Hombres;2015;111
16 País Vasco;16 años;Hombres;2014;111
16 País Vasco;16 años;Hombres;2013;99
16 País Vasco;16 años;Mujeres;2021;25
16 País Vasco;16 años;Mujeres;2020;20
16 País Vasco;16 años;Mujeres;2019;29
16 País Vasco;16 años;Mujeres;2018;29
16 País Vasco;16 años;Mujeres;2017;29
16 País Vasco;16 años;Mujeres;2016;30
16 País Vasco;16 años;Mujeres;2015;23
16 País Vasco;16 años;Mujeres;2014;16
16 País Vasco;16 años;Mujeres;2013;45
16 País Vasco;17 años;Total;2021;183
16 País Vasco;17 años;Total;2020;131
16 País Vasco;17 años;Total;2019;172
16 País Vasco;17 años;Total;2018;200
16 País Vasco;17 años;Total;2017;179
16 País Vasco;17 años;Total;2016;153
16 País Vasco;17 años;Total;2015;157
16 País Vasco;17 años;Total;2014;182
16 País Vasco;17 años;Total;2013;190
16 País Vasco;17 años;Hombres;2021;153
16 País Vasco;17 años;Hombres;2020;114
16 País Vasco;17 años;Hombres;2019;138
16 País Vasco;17 años;Hombres;2018;165
16 País Vasco;17 años;Hombres;2017;142
16 País Vasco;17 años;Hombres;2016;128
16 País Vasco;17 años;Hombres;2015;128
16 País Vasco;17 años;Hombres;2014;135
16 País Vasco;17 años;Hombres;2013;154
16 País Vasco;17 años;Mujeres;2021;30
16 País Vasco;17 años;Mujeres;2020;17
16 País Vasco;17 años;Mujeres;2019;34
16 País Vasco;17 años;Mujeres;2018;35
16 País Vasco;17 años;Mujeres;2017;37
16 País Vasco;17 años;Mujeres;2016;25
16 País Vasco;17 años;Mujeres;2015;29
16 País Vasco;17 años;Mujeres;2014;47
16 País Vasco;17 años;Mujeres;2013;36
17 Rioja, La;Total;Total;2021;101
17 Rioja, La;Total;Total;2020;77
17 Rioja, La;Total;Total;2019;95
17 Rioja, La;Total;Total;2018;101
17 Rioja, La;Total;Total;2017;106
17 Rioja, La;Total;Total;2016;110
17 Rioja, La;Total;Total;2015;99
17 Rioja, La;Total;Total;2014;134
17 Rioja, La;Total;Total;2013;144
17 Rioja, La;Total;Hombres;2021;76
17 Rioja, La;Total;Hombres;2020;55
17 Rioja, La;Total;Hombres;2019;75
17 Rioja, La;Total;Hombres;2018;82
17 Rioja, La;Total;Hombres;2017;73
17 Rioja, La;Total;Hombres;2016;82
17 Rioja, La;Total;Hombres;2015;73
17 Rioja, La;Total;Hombres;2014;114
17 Rioja, La;Total;Hombres;2013;105
17 Rioja, La;Total;Mujeres;2021;25
17 Rioja, La;Total;Mujeres;2020;22
17 Rioja, La;Total;Mujeres;2019;20
17 Rioja, La;Total;Mujeres;2018;19
17 Rioja, La;Total;Mujeres;2017;33
17 Rioja, La;Total;Mujeres;2016;28
17 Rioja, La;Total;Mujeres;2015;26
17 Rioja, La;Total;Mujeres;2014;20
17 Rioja, La;Total;Mujeres;2013;39
17 Rioja, La;14 años;Total;2021;16
17 Rioja, La;14 años;Total;2020;17
17 Rioja, La;14 años;Total;2019;18
17 Rioja, La;14 años;Total;2018;20
17 Rioja, La;14 años;Total;2017;14
17 Rioja, La;14 años;Total;2016;30
17 Rioja, La;14 años;Total;2015;17
17 Rioja, La;14 años;Total;2014;30
17 Rioja, La;14 años;Total;2013;29
17 Rioja, La;14 años;Hombres;2021;11
17 Rioja, La;14 años;Hombres;2020;12
17 Rioja, La;14 años;Hombres;2019;13
17 Rioja, La;14 años;Hombres;2018;15
17 Rioja, La;14 años;Hombres;2017;7
17 Rioja, La;14 años;Hombres;2016;24
17 Rioja, La;14 años;Hombres;2015;11
17 Rioja, La;14 años;Hombres;2014;27
17 Rioja, La;14 años;Hombres;2013;23
17 Rioja, La;14 años;Mujeres;2021;5
17 Rioja, La;14 años;Mujeres;2020;5
17 Rioja, La;14 años;Mujeres;2019;5
17 Rioja, La;14 años;Mujeres;2018;5
17 Rioja, La;14 años;Mujeres;2017;7
17 Rioja, La;14 años;Mujeres;2016;6
17 Rioja, La;14 años;Mujeres;2015;6
17 Rioja, La;14 años;Mujeres;2014;3
17 Rioja, La;14 años;Mujeres;2013;6
17 Rioja, La;15 años;Total;2021;34
17 Rioja, La;15 años;Total;2020;20
17 Rioja, La;15 años;Total;2019;10
17 Rioja, La;15 años;Total;2018;28
17 Rioja, La;15 años;Total;2017;25
17 Rioja, La;15 años;Total;2016;27
17 Rioja, La;15 años;Total;2015;24
17 Rioja, La;15 años;Total;2014;30
17 Rioja, La;15 años;Total;2013;34
17 Rioja, La;15 años;Hombres;2021;28
17 Rioja, La;15 años;Hombres;2020;13
17 Rioja, La;15 años;Hombres;2019;8
17 Rioja, La;15 años;Hombres;2018;23
17 Rioja, La;15 años;Hombres;2017;19
17 Rioja, La;15 años;Hombres;2016;18
17 Rioja, La;15 años;Hombres;2015;19
17 Rioja, La;15 años;Hombres;2014;25
17 Rioja, La;15 años;Hombres;2013;25
17 Rioja, La;15 años;Mujeres;2021;6
17 Rioja, La;15 años;Mujeres;2020;7
17 Rioja, La;15 años;Mujeres;2019;2
17 Rioja, La;15 años;Mujeres;2018;5
17 Rioja, La;15 años;Mujeres;2017;6
17 Rioja, La;15 años;Mujeres;2016;9
17 Rioja, La;15 años;Mujeres;2015;5
17 Rioja, La;15 años;Mujeres;2014;5
17 Rioja, La;15 años;Mujeres;2013;9
17 Rioja, La;16 años;Total;2021;28
17 Rioja, La;16 años;Total;2020;18
17 Rioja, La;16 años;Total;2019;24
17 Rioja, La;16 años;Total;2018;23
17 Rioja, La;16 años;Total;2017;34
17 Rioja, La;16 años;Total;2016;22
